 Sample   Time     Commanded Pos   Encoder 2 Pos   Control Effort
  1276    4.519         46.0938      -1085.6875          0.4499;
  1277    4.523         46.5313      -1086.5000          0.4542;
  1278    4.526         46.9375      -1086.5000          0.4585;
  1279    4.530         47.3438      -1086.5000          0.4621;
  1280    4.533         47.7188      -1086.5000          0.4658;
  1281    4.537         48.0625      -1086.5000          0.4695;
  1282    4.540         48.4063      -1085.0000          0.4725;
  1283    4.544         48.7500      -1084.1250          0.4762;
  1284    4.548         49.0625      -1082.8750          0.4792;
  1285    4.551         49.3438      -1080.4375          0.4817;
  1286    4.555         49.5938      -1078.1250          0.4841;
  1287    4.558         49.8438      -1075.7188          0.4866;
  1288    4.562         50.0938      -1072.7813          0.4890;
  1289    4.565         50.2813      -1069.7188          0.4908;
  1290    4.569         50.4688      -1066.9375          0.4927;
  1291    4.572         50.6250      -1063.1250          0.4945;
  1292    4.576         50.7813      -1059.4063          0.4957;
  1293    4.579         50.9063      -1055.1875          0.4969;
  1294    4.583         51.0000      -1051.0313          0.4982;
  1295    4.586         51.0938      -1045.9375          0.4988;
  1296    4.590         51.1250      -1041.0938          0.4994;
  1297    4.594         51.1875      -1035.9688          0.5000;
  1298    4.597         51.1563      -1030.7500          0.4994;
  1299    4.601         51.1250      -1024.8438          0.4994;
  1300    4.604         51.0938      -1019.2813          0.4988;
  1301    4.608         51.0313      -1012.5313          0.4982;
  1302    4.611         50.9688      -1006.4688          0.4976;
  1303    4.615         50.8438       -999.9375          0.4963;
  1304    4.618         50.7188       -993.0000          0.4951;
  1305    4.622         50.5938       -986.1250          0.4939;
  1306    4.625         50.4063       -979.0313          0.4921;
  1307    4.629         50.2188       -971.4063          0.4902;
  1308    4.633         50.0000       -963.5313          0.4884;
  1309    4.636         49.7813       -955.5313          0.4860;
  1310    4.640         49.5313       -947.5313          0.4835;
  1311    4.643         49.2500       -939.2813          0.4811;
  1312    4.647         48.9688       -930.8750          0.4780;
  1313    4.650         48.6563       -921.9375          0.4750;
  1314    4.654         48.3438       -912.8125          0.4719;
  1315    4.657         48.0000       -903.8438          0.4689;
  1316    4.661         47.6250       -894.4375          0.4652;
  1317    4.664         47.2500       -884.5625          0.4615;
  1318    4.668         46.8438       -875.5313          0.4573;
  1319    4.671         46.4063       -865.6563          0.4530;
  1320    4.675         45.9688       -855.5625          0.4487;
  1321    4.679         45.5313       -844.8438          0.4444;
  1322    4.682         45.0625       -835.1250          0.4402;
  1323    4.686         44.5625       -824.2813          0.4353;
  1324    4.689         44.0625       -813.0938          0.4304;
  1325    4.693         43.5625       -802.8438          0.4255;
  1326    4.696         43.0000       -791.4063          0.4200;
  1327    4.700         42.4688       -779.9063          0.4145;
  1328    4.703         41.9063       -768.5000          0.4090;
  1329    4.707         41.3125       -756.5313          0.4035;
  1330    4.710         40.7188       -744.8750          0.3974;
  1331    4.714         40.1250       -732.5313          0.3919;
  1332    4.718         39.5000       -720.7500          0.3858;
  1333    4.721         38.8750       -708.4375          0.3797;
  1334    4.725         38.2188       -696.1563          0.3730;
  1335    4.728         37.5625       -683.5938          0.3669;
  1336    4.732         36.8750       -671.0313          0.3602;
  1337    4.735         36.1875       -658.2188          0.3535;
  1338    4.739         35.5000       -644.6875          0.3468;
  1339    4.742         34.7813       -631.9375          0.3394;
  1340    4.746         34.0625       -618.9688          0.3327;
  1341    4.749         33.3438       -604.7188          0.3254;
  1342    4.753         32.5938       -591.5313          0.3181;
  1343    4.756         31.8438       -577.8125          0.3107;
  1344    4.760         31.0625       -563.8125          0.3034;
  1345    4.764         30.3125       -549.7188          0.2961;
  1346    4.767         29.5000       -535.8750          0.2882;
  1347    4.771         28.7188       -521.9375          0.2802;
  1348    4.774         27.9063       -507.6875          0.2723;
  1349    4.778         27.0938       -493.1875          0.2643;
  1350    4.781         26.2813       -479.3125          0.2564;
  1351    4.785         25.4688       -464.7188          0.2485;
  1352    4.788         24.6250       -450.3750          0.2405;
  1353    4.792         23.7813       -435.5625          0.2320;
  1354    4.795         22.9063       -420.5313          0.2234;
  1355    4.799         22.0625       -405.6875          0.2155;
  1356    4.803         21.1875       -391.0313          0.2070;
  1357    4.806         20.3125       -376.0313          0.1984;
  1358    4.810         19.4375       -361.0625          0.1899;
  1359    4.813         18.5625       -346.3125          0.1813;
  1360    4.817         17.6563       -331.4375          0.1722;
  1361    4.820         16.7813       -316.3125          0.1636;
  1362    4.824         15.8750       -301.1875          0.1551;
  1363    4.827         14.9688       -286.7188          0.1459;
  1364    4.831         14.0313       -271.7813          0.1368;
  1365    4.834         13.1250       -256.7188          0.1282;
  1366    4.838         12.2188       -241.8438          0.1190;
  1367    4.841         11.2813       -226.9063          0.1099;
  1368    4.845         10.3438       -211.4688          0.1007;
  1369    4.849          9.4375       -195.9375          0.0922;
  1370    4.852          8.5000       -180.5000          0.0830;
  1371    4.856          7.5625       -164.9063          0.0739;
  1372    4.859          6.6250       -149.6875          0.0647;
  1373    4.863          5.6875       -134.4375          0.0556;
  1374    4.866          4.7500       -119.3125          0.0464;
  1375    4.870          3.7813       -104.0313          0.0366;
  1376    4.873          2.8438        -88.7813          0.0275;
  1377    4.877          1.9063        -73.8750          0.0183;
  1378    4.880          0.9688        -59.0313          0.0092;
  1379    4.884          0.0000        -43.8125          0.0000;
  1380    4.888         -0.9375        -28.5625         -0.0092;
  1381    4.891         -1.8750        -14.0000         -0.0183;
  1382    4.895         -2.8125          0.5000         -0.0275;
  1383    4.898         -3.7813         15.1250         -0.0372;
  1384    4.902         -4.7188         29.1563         -0.0464;
  1385    4.905         -5.6563         43.8438         -0.0556;
  1386    4.909         -6.5938         58.1250         -0.0647;
  1387    4.912         -7.5313         72.0625         -0.0739;
  1388    4.916         -8.4688         86.0313         -0.0830;
  1389    4.919         -9.4063        100.2500         -0.0922;
  1390    4.923        -10.3438        114.5938         -0.1013;
  1391    4.926        -11.2500        128.4063         -0.1099;
  1392    4.930        -12.1875        142.2813         -0.1190;
  1393    4.934        -13.0938        156.4063         -0.1282;
  1394    4.937        -14.0313        170.4063         -0.1374;
  1395    4.941        -14.9375        183.8438         -0.1459;
  1396    4.944        -15.8438        197.0000         -0.1551;
  1397    4.948        -16.7500        210.7813         -0.1636;
  1398    4.951        -17.6563        223.4688         -0.1728;
  1399    4.955        -18.5313        236.2813         -0.1813;
  1400    4.958        -19.4375        248.8125         -0.1899;
  1401    4.962        -20.3125        261.0313         -0.1984;
  1402    4.965        -21.1875        273.7813         -0.2070;
  1403    4.969        -22.0313        285.7188         -0.2155;
